Question,UserID,Reason,VerbalCode1,Code1,CodeFamily1,VerbalCode2,Code2,CodeFamily2,Assess,Status,Correct,STimeViewed,SFix,SRevisits,KTimeViewed,KFix,KRevisits,PTimeViewed,PFix,PRevisits,Gender,Birth_Year,Ethnicity,ParentEduc,STVSQRT,KTVSQRT,PTVSQRT,KFixSQRT,SFixSQRT,PFixSQRT,SRevisitsSQRT,KRevisitsSQRT,PRevisitsSQRT,MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,SMDS1,SMDS2,SMDS3,Attention_Check,SMDS4,SMDS5,SMDS6,SMDS7,SMDS8,SMDS9,SMDS10,SMDS11,SMDS12,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7
18,15,"""This seems like it could be true because the author is an MD and as PHD and the link that she included is from the FDA, Drug Information, which is a credible source and she included the link to that website as well.""",doctor,9,2,FDA,7,2,2,2,1,2.349,10,4,6.686,22,11,13.704,48,10,2,13,1,6,1.53,2.59,3.7,4.69,3.16,6.93,2,3.32,3.16,4,4,2,2,2,4,4,5,2,2,1,3,5,2,3,4,3,4,4,3,5,2,4,5,7,6,7,2,8,7,3
19,15,I think this is true because I would say ads like this I usually see in magazines and even if you haven't heard of the company before you usually just assume that it's true.,looks possible/promising,29,6, , , ,2,1,2,2.645,9,6,2.793,12,6,2.399,11,10,2,13,1,6,1.63,1.67,1.55,3.46,3,3.32,2.45,2.45,3.16,4,4,2,2,2,4,4,5,2,2,1,3,5,2,3,4,3,4,4,3,5,2,4,5,7,6,7,2,8,7,3
20,15,"""I think this is true because it's from Harvard Public Health with the blue checkmark, so we know that it's the actual Public Health and they include a link from Harvard.edu, which means that source will be credible.""",Harvard,8,2,verified,17,4,2,2,1,0.772,4,3,2.234,13,10,8.841,38,19,2,13,1,6,0.88,1.49,2.97,3.61,2,6.16,1.73,3.16,4.36,4,4,2,2,2,4,4,5,2,2,1,3,5,2,3,4,3,4,4,3,5,2,4,5,7,6,7,2,8,7,3
1,16,"""I'm sorry, I'm going to guess that one was not true. The previous one. OK?""",no response,13,3, , , ,1,1,1,3.466,12,6,11.303,42,18,3.137,17,11,1,11,6,5,1.86,3.36,1.77,6.48,3.46,4.12,2.45,4.24,3.32,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
2,16,"""OK. I'm going to guess this one is true, just because it's a verified FDA account and it seems fairly reliable, just based on what I'm reading, I guess. A decent amount of, like, retweets and activity on it.""",FDA,7,2,verified,17,4,2,2,1,4.584,15,13,1.823,11,12,2.811,17,12,1,11,6,5,2.14,1.35,1.68,3.32,3.87,4.12,3.61,3.46,3.46,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
3,16,"""I guess it's a little hard to tell just because it's kind of based off a celebrity who might not have certain information based on, like, intermittent fasting. So, I'm not sure if that is necessarily true based on the actual health facts of it. But, Ok""",cannot decide,12,3, , , ,0,1,2,15.212,50,11,0.92,4,3,5.93,22,12,1,11,6,5,3.9,0.96,2.44,2,7.07,4.69,3.32,1.73,3.46,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
4,16,"""I'm not sure how true that would be, but it could be. I didn't really have too much, likebased off of it, it didn't really seem I mean it was like a social media post, but it was more of, just, like a I don't know, like a just sheet of just like someone writing notes kind of. I don't know. We can move on.""",looks possible/promising,29,6, , , ,2,1,2,10.122,31,4,0.886,6,5,6.669,17,2,1,11,6,5,3.18,0.94,2.58,2.45,5.57,4.12,2,2.24,1.41,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
5,16,"""I feel like this is not true, just has some kind of random account. Not really verified or anything. It's just kind of someone's opinion almost, it seems like, based on what they have heard.""",false post from random person,59,10, , , ,1,1,1,0.673,3,1,5.027,29,17,0.165,1,0,1,11,6,5,0.82,2.24,0.41,5.39,1.73,1,1,4.12,0,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
6,16,"""This seems fairly reliable. Again, just based on being a verified account and just based on the information they've provided. It seems like it's fairly reliable. Or more so than some of the others.""",verified,17,4,reliable/credible source,5,2,2,2,1,2.464,15,11,2.511,10,9,5.752,27,17,1,11,6,5,1.57,1.58,2.4,3.16,3.87,5.2,3.32,3,4.12,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
7,16,"""It's hard to tell if this is true or not, just based on there's not really a, like, author or a certain source, kind of like, you don't know who is saying it to you. So, it's like kind of hard to tell where that information is coming from.""",cannot decide,12,3, , , ,0,1,2,4.009,13,2,0.821,7,8,0.641,4,3,1,11,6,5,2,0.91,0.8,2.65,3.61,2,1.41,2.83,1.73,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
8,16,"""This seems a little bit more reliable, again, just based on the verification of the account. And kind of, like, clarifying some of these rumors that might be going around. I'm probably more likely to trust this one than the prior one.""",verified,17,4, , , ,2,2,1,1.512,5.039,7,2.432,8.106,10,11.57,38.566,44,1,11,6,5,1.23,1.56,3.4,2.85,2.24,6.21,2.65,3.16,6.63,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
9,16,"""This might be reliable, just based on that they're a doctor of something, I guess. But, it seems like they had some decent insight onto what they're saying, based on their experience, maybe.""",doctor,9,2, , , ,2,1,2,3.039,9,4,5.552,21,11,2.333,9,4,1,11,6,5,1.74,2.36,1.53,4.58,3,3,2,3.32,2,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
10,16,"""This, I'm guessing, would be fairly reliable. Just kind of an ad for a certain product. I'm guessing you can, you know, for the most part trust what they're saying with certain things.""",looks possible/promising,29,6, , , ,2,1,2,0.854,7.933,30,13.932,3.023,14,13.127,1.857,8,1,11,6,5,0.92,3.73,3.62,1.74,2.82,1.36,5.48,3.74,2.83,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
11,16,"""This is probably a little bit less reliable, just based on-- it's very broad and kind of there's not much to back it up prior to the other one. It's just kind of saying what it can do, but not really like how or any, like, kind of verification on if this is true or not. It seems like it's just kind of pushing a lot of it into your face without giving you much detail.""",unsubstantiated claims,54,10, , , ,1,1,1,1.003,4,2,3.565,13,7,3.237,13,7,1,11,6,5,1,1.89,1.8,3.61,2,3.61,1.41,2.65,2.65,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
12,16,"""I guess this would be pretty, just, like, one-sided, I guess. Depending on, you know, where you stand, I guess. You might be favoring one side or the other. And I guess it would just again, there's not really anything besides the, like, you know, the opinion of one side. You might not be able to tell if it's reliable or not.""",cannot decide,12,3, , , ,0,1,2,0.723,4,2,8.92,37,13,8.841,33,9,1,11,6,5,0.85,2.99,2.97,6.08,2,5.74,1.41,3.61,3,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
13,16,"""This article, or, you know, opinion from this doctor might be reliable, just based on if they've done certain tests or not. Possibly.""",doctor,9,2, , , ,2,2,1,0.837,6,7,2.415,12,5,1.625,9,4,1,11,6,5,0.91,1.55,1.27,3.46,2.45,3,2.65,2.24,2,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
14,16,"""I'm not sure how reliable this would be, just based on, like, you don't really know who this person is. Not much activity on the post. Like, engagement and it's just kind of someone's opinion, I guess. It kind of seems like it [inaudible; 0:07:27.0] in the comments of another post and you don't know, again, how reliable that would be.""",false post from random person,59,10,false post has no credentials,63,10,1,2,2,5.19,20,11,8.131,35,18,0.937,4,2,1,11,6,5,2.28,2.85,0.97,5.92,4.47,2,3.32,4.24,1.41,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
15,16,"""Again, this is kind of the same thing. Someone's, just, opinion who might not really know much about, like, certain aspects of or actual health aspects of things. Again, just mostly just because it's someone's opinion who's not really a certified doctor something like. So, I don't how reliable or if you would want to trust certain things like that.""",false post based on opinion,58,10, , , ,1,1,1,7.723,36,22,3.123,17,15,0.937,3,1,1,11,6,5,2.78,1.77,0.97,4.12,6,1.73,4.69,3.87,1,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
16,16,"""This seems a lot more reliable. It's just kind of giving you, you know, both sides of things. Saying how it can save lives, however it's not, you know, it doesn't treat it. They're kind of giving you so more options on what to do if I want to learn more. Again, it's verified so you might be able trust this one a little more.""",verified,17,4,links,16,4,2,2,1,0.657,7,9,12.453,52,28,6.804,28,12,1,11,6,5,0.81,3.53,2.61,7.21,2.65,5.29,3,5.29,3.46,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
17,16,"""Again, it's more of like someone's experience and like one person's experience. And kind of how they perceive certain things. So, again, also kind of depending on what side you're on for something. You might decide to side with it or not. I'm not sure exactly how reliable something would be, but, again, it kind of depends on your personal opinion.""",cannot decide,12,3, , , ,0,1,2,1.15,8,6,7.838,39,27,4.484,23,11,1,11,6,5,1.07,2.8,2.12,6.24,2.83,4.8,2.45,5.2,3.32,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
18,16,"""This one would be reliable, just based on it's kind of a reply on a verified account and hopefully, you know, maybe just giving some insight instead of pushing one way or another. I mean it was kind of one way, but it might be a little bit reliable. More, kind of, just like what explaining what some of the pros would have been.""",verified,17,4,deeper explanation,40,8,2,2,1,1.265,7,5,6.258,32,18,9.429,39,13,1,11,6,5,1.12,2.5,3.07,5.66,2.65,6.24,2.24,4.24,3.61,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
19,16,"""This one seems fairly reliable. Again, it's kind of just an ad for a certain product. Kind of giving you some basic information on what it is and how it would work.""",deeper explanation,40,8, , , ,2,1,2,4.009,15,10,5.405,22,12,2.876,10,8,1,11,6,5,2,2.32,1.7,4.69,3.87,3.16,3.16,3.46,2.83,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
20,16,"""This seems like it would be fairly reliable and trustworthy, just based on it's the Harvard Public Health certified account and probably based off a study they did. So, I would think this is a fairly reliable source and post, I guess.""",Harvard,8,2, , , ,2,2,1,1.642,15,14,9.002,42,33,5.699,27,13,1,11,6,5,1.28,3,2.39,6.48,3.87,5.2,3.74,5.74,3.61,4,3,3,3,4,2,3,3,2,2,1,4,4,2,3,3,3,3,3,4,4,2,4,4,7,6,7,5,8,5,4
1,17,I would say false because it's talking about a vaccine and referring it to the Bible somehow.,obvious falsehood,56,10, , , ,1,1,1,3.351,13,4,11.548,51,23,3.186,15,12,2,11,1,5,1.83,3.4,1.78,7.14,3.61,3.87,2,4.8,3.46,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
2,17,"""I would say true because it's a verified account, which you never know still, but It's talking about actual research.""",verified,17,4, , , ,2,2,1,2.316,8,5,3.204,14,13,3.894,20,11,2,11,1,5,1.52,1.79,1.97,3.74,2.83,4.47,2.24,3.61,3.32,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
3,17,"""I could say that could be mainly an influential thing, based off of her status. So true, if it works for her, which is what it's referring to.""",looks possible/promising,29,6, , , ,2,1,2,2.612,12,7,0,0,0,2.661,14,3,2,11,1,5,1.62,0,1.63,0,3.46,3.74,2.65,0,1.73,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
4,17,"""Maybe, take it as you want, but probably false because it looks like a home recipe that maybe works for them, but probably not proven.""",false post is cocktail,34,7, , , ,1,1,1,3.286,11,6,0.017,1,0,6.11,22,8,2,11,1,5,1.81,0.13,2.47,1,3.32,4.69,2.45,0,2.83,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
5,17,"""Probably false because you can't really I mean obviously like Vitamin D and Zinc and that really helps, but that's still not dying from malpractice.""",obvious falsehood,56,10, , , ,1,1,1,2.482,11,9,5.652,28,13,0.412,3,3,2,11,1,5,1.58,2.38,0.64,5.29,3.32,1.73,3,3.61,1.73,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
6,17,"""Again, from a FDA approved account. I would say true because it looks like it's based off research and has it linked.""",FDA,7,2,links,16,4,2,2,1,0.329,2,0,0.428,3,2,1.987,8,4,2,11,1,5,0.57,0.65,1.41,1.73,1.41,2.83,0,1.41,2,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
7,17,"""I've heard about this. Well, I would say false because it doesn't look like it's coming from any approved research or anything. So, believe it, if you want.""",familiarity,15,4, , , ,1,1,1,0.624,4,2,0.296,1,0,0,1,0,2,11,1,5,0.79,0.54,0,1,2,1,1.41,0,0,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
8,17,"""That's also from the FDA. I would say true, but I have heard of that before. But, I'd say true because it's also from the FDA research, if it's linked.""",FDA,7,2,links,16,4,2,2,1,0.23,0.767,1,0.756,2.519,6,1.101,3.67,6,2,11,1,5,0.48,0.87,1.05,1.59,0.88,1.92,1,2.45,2.45,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
9,17,"""That's debatable, but it has some information-- or a contact linked. So, if you want to, like, talk to her, but OK.""",cannot decide,12,3, , , ,0,1,2,3.843,15,8,2.529,15,10,0.953,7,6,2,11,1,5,1.96,1.59,0.98,3.87,3.87,2.65,2.83,3.16,2.45,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
10,17,"""I would say that looks pretty true, except there's not really any ingredients to, like, back that up. So, I think that their marketing is good. I think if they listed the ingredients then it would be more believable, otherwise they can be saying whatever they want.""",looks possible/promising,29,6, , , ,2,1,2,0.082,12.239,51,5.356,3.008,12,6.096,2.661,13,2,11,1,5,0.29,2.31,2.47,1.73,3.5,1.63,7.14,3.46,3.61,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
11,17,"""That looks fake. I'd say false because, again, it could just be marketing and saying what they want without actually, like, looking at the evidence behind the ingredients. But, it is beneficial that they have, like, contact information or trials to test it for yourself. And it's been on popular magazines, it looks like.""",false post looks fake,37,7,claims can be proven,26,5,1,1,1,1.281,4,1,3.563,18,10,0,1,0,2,11,1,5,1.13,1.89,0,4.24,2,1,1,3.16,0,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
12,17,"""I would say I mean that looks true, if Trump said that, but the article itself doesn't really have, like, any evidence on it, that you can see just from this""",looks possible/promising,29,6, , , ,2,1,2,5.668,24,15,10.874,42,20,0.707,3,1,2,11,1,5,2.38,3.3,0.84,6.48,4.9,1.73,3.87,4.47,1,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
13,17,"""I would believe that, but, again, it's from just an article that doesn't really have any evidence behind it. But, they do quote a doctor, so maybe that is true.""",doctor,9,2, , , ,2,2,1,1.117,6,5,1.184,7,6,2.907,13,8,2,11,1,5,1.06,1.09,1.7,2.65,2.45,3.61,2.24,2.45,2.83,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
14,17,"""That I would say is false because it's not a verified person. And they're just kind of stating their opinion without backing it up. I guess they do link CDC, but still, that's still a person's opinion, not a fact really.""",false post based on opinion,58,10, , , ,1,2,2,9.808,45,19,6.26,33,16,0.97,6,6,2,11,1,5,3.13,2.5,0.98,5.74,6.71,2.45,4.36,4,2.45,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
15,17,"""I'd say that's another opinion one, so probably false, except I have done my own research, so I kind of believe the hospitals are getting paid. The last part is debatable and it's a Twitter post, so who knows.""",false post based on opinion,58,10, , , ,1,1,1,7.407,33,17,6.41,37,19,0,0,0,2,11,1,5,2.72,2.53,0,6.08,5.74,0,4.12,4.36,0,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
16,17,"""This one looks pretty true. Verified account and you can learn more by clicking on the link. And it kind of states facts in it-- how antibiotics can cure-- or cause colds/flu. Oh, wait.. maybe I didn't read that close up""",verified,17,4,links,16,4,2,2,1,5.454,25,18,8.441,37,22,2.547,12,4,2,11,1,5,2.34,2.91,1.6,6.08,5,3.46,4.24,4.69,2,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
17,17,"""That looks false because it could be a random picture and Kennedy is not even or in it? I don't know who that is. Yeah, that looks fake, it could be a random picture of Google.""",false post looks fake,37,7, , , ,1,1,1,3.731,22,14,4.093,27,16,3.993,21,8,2,11,1,5,1.93,2.02,2,5.2,4.69,4.58,3.74,4,2.83,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
18,17,"""That looks fake because it's a girl responding to an FDA thing. It's her own opinion, even though she is stating a fact. And it's not a very popular post. There's not a lot of likes or anything.""",false post looks fake,37,7, , , ,1,2,2,3.384,19,18,5.11,25,16,4.944,22,9,2,11,1,5,1.84,2.26,2.22,5,4.36,4.69,4.24,4,3,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
19,17,"""I don't really know much about diabetes, so that looks true. And it looks like they're stating kind of, like, what [inaudible; 0:09:37.7; sounds like: """"Lysulin""""] is and how it works. Yeah, and it's another marketing thing for people with diabetes.""",looks possible/promising,29,6, , , ,2,1,2,2.546,13,9,5.866,27,12,1.38,4,2,2,11,1,5,1.6,2.42,1.17,5.2,3.61,2,3,3.46,1.41,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
20,17,"""I'd say true because it's a Harvard study. And they linked the article kind of like explaining why. And, I wouldn't really be surprised if there are a bunch of chemicals in that kind of stuff.""",Harvard,8,2, , , ,2,2,1,3.808,28,24,3.303,19,16,2.48,16,11,2,11,1,5,1.95,1.82,1.57,4.36,5.29,4,4.9,4,3.32,4,4,1,3,2,2,1,4,1,2,1,4,2,2,3,3,5,5,5,2,5,3,3,5,8,8,7,5,9,8,7
1,18,"""I don't think this is true. I haven't heard anything about this and that she included Christians, primarily, seems kind of odd.""",obvious falsehood,56,10, , , ,1,1,1,2.219,11,8,8.904,41,22,7.213,33,19,1,12,1,3,1.49,2.98,2.69,6.4,3.32,5.74,2.83,4.69,4.36,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
2,18,"""At first I wasn't sure, just because I don't have any idea what those types of drugs are, but then it says """"Revoking the emergency use of authorization"""" I'm going to say not true.""",false post unclear,39,7, , , ,1,2,2,3.53,16,14,4.501,20,16,1.38,6,3,1,12,1,3,1.88,2.12,1.17,4.47,4,2.45,3.74,4,1.73,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
3,18,"""I believe that she could do fasting. I don't know if this website or this handle would be credible, just because it is a fasting account. So, I'm going to say not true just because of the bias.""",false post has no credentials,63,10, , , ,1,1,1,14.279,61,28,2.366,12,9,0.756,5,2,1,12,1,3,3.78,1.54,0.87,3.46,7.81,2.24,5.29,3,1.41,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
4,18,"""I haven't heard about this, but based off the lemon juice maybe the acidity I could see this being true.""",looks possible/promising,29,6, , , ,2,1,2,6.996,27,11,0.493,4,2,6.507,25,8,1,12,1,3,2.64,0.7,2.55,2,5.2,5,3.32,1.41,2.83,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
5,18,I'm going so say false. I don't know why. I just don't know much about the study or what's going on with all of the decipher a Covid death.,false post unclear,39,7, , , ,1,1,1,1.84,8,4,12.19,47,4,0,0,0,1,12,1,3,1.36,3.49,0,6.86,2.83,0,2,2,0,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
6,18,I would say this was true. It seems like maybe that could be concerning to drink. I would definitely see the FDA not wanting you to consume something that is not safe. And it's a verified account.,FDA,7,2,verified,17,4,2,2,1,2.512,15,14,1.101,8,6,1.428,10,5,1,12,1,3,1.58,1.05,1.19,2.83,3.87,3.16,3.74,2.45,2.24,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
7,18,"""I'm going to say false. It just does not look too credible and I haven't heard about it anywhere else. So it seems weird just have this little cutout and not a valid source. So, I'm going to say false. Especially if it's been used for 40 years.""",false post has no credentials,63,10, , , ,1,1,1,4.995,23,13,1.134,6,2,1.183,8,7,1,12,1,3,2.23,1.06,1.09,2.45,4.8,2.83,3.61,1.41,2.65,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
8,18,"""I'm going to say false because of the tone of the tweet, but it is what looks like to be the approved account, so I'm not exactly sure.""",false post unprofessional,60,10, , , ,1,2,2,4.419,14.73,18,4.091,13.637,22,5.423,18.077,26,1,12,1,3,2.1,2.02,2.33,3.69,3.84,4.25,4.24,4.69,5.1,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
9,18,"""I'm going to say false. I can't tell what this is from. At the bottom it looks like an email signature or a blog. And there's just no real study here. It says, """"Some people""""""",false post has no credentials,63,10, , , ,1,1,1,3.613,15,6,3.105,17,8,2.793,17,15,1,12,1,3,1.9,1.76,1.67,4.12,3.87,4.12,2.45,2.83,3.87,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
10,18,"""I would say this could be true. There's nothing that shows it to be true, no studies or anything, but it looks like it would be a real product.""",looks possible/promising,29,6, , , ,2,1,2,0.641,16.957,65,11.204,3.303,12,14.211,1.429,5,1,12,1,3,0.8,3.35,3.77,1.82,4.12,1.2,8.06,3.46,2.24,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
11,18,"""I've heard of supplement websites selling Nitric Oxide for getting a pump, but as far as growing muscle I don't know if you're getting that much out of it, or if it's even safe. So, I'm going to say false.""",false post is biased ad,33,7, , , ,1,1,1,2.562,15,8,3.861,16,6,0.838,6,5,1,12,1,3,1.6,1.96,0.92,4,3.87,2.45,2.83,2.45,2.24,4,3,4,4,3,2,3,2,2,2,1,5,5,3,3,4,5,3,4,2,5,3,5,5,5,3,3,7,7,8,7
